Yazi,Cevap 
"https://onedio.com/haber/kizini-vahsice-olduren-babanin-haksiz-tahrik-ile-cezasi-indirildi-923734?utm_source=onediocom&utm_campaign=facebook_page&utm_medium=f""""""Edirne'de, kızını boğarak öldürdükten sonra cesedini bıçakla parçalara ayırıp, ormanlık alana gömen babaya tutuklu yargılandığı davada, ""haksız tahrik"" hükümleri uygulanarak 24 yıl hapis cezası verildi. """"""Keşan'da 9 Ocak 2019 tarihinde, İspat Cami Mahallesi Özgün Yapı Kooperatifi arkasında bulunan ormanlık alanda, kozalak toplamaya giden bir kişi gazete kağıdına sarılmış kesik insan kolu buldu. Polis ekiplerince yapılan parmak izi incelemesinde, omuz hizasından kesildiği belirlenen sol kolun, kentteki bir gece kulübünde oryantallik yapan Diğdem Uslu'ya ait olduğu tespit edildi. Kesik kolun bulunduğu ormanlık alanda, kadına ait olduğu değerlendirilen kalça kemiği, kafa ve diğer uzuvlar da bulundu. Vücut parçaları üzerinde düzgün kesikler olduğunun belirlenmesi üzerine polis, Diğdem Uslu cinayetinde dönerci ustası olan babası Hasan Uslu üzerine yoğunlaştı. Uslu ailesinin evinde yapılan incelemede de cinayet izleri bulundu. Polis, Hasan Uslu ve eşi Satı Uslu'yu gözaltına aldı.Polisteki sorgusunda susma hakkını kullanan Hasan Uslu, savcılığa verdiği ifadesinde cinayeti detaylarıyla anlattı. Uslu, kızının eve alkollü geldiğini, kendisine ve eşine hakaret ettiğini ileri sürdü. Aralarında yaşanan tartışma sonucu kendini kaybettiğini anlatan Uslu, kızını elleriyle boğduğunu, bıçakla parçaladığını ve 7 gün boyunca parça parça ormanlık araziye gömdüğünü söyledi. Hasan Uslu ile Satı Uslu tutuklandı.Sanık avukatlarının hazır bulunduğu Edirne 3'üncü Ağır Ceza Mahkemesi'ndeki duruşmaya tutuklu sanık Hasan Uslu, Ses ve Görüntü Bilişim Sistemi (SEGBİS) üzerinden katılırken, tutuksuz yargılanan anne Satı Uslu ise katılmadı. Hasan Uslu, mahkemede suçlamaları reddedip kızını öldürmediğini savundu. Yaşı ve kronik hastalıkları nedeniyle cezaevinde koronavirüs tehlikesi altında olduğunu anlatan Uslu, 20 aydır tutuklu olduğunu ifade ederek, tahliyesini talep etti. Mahkeme, tutuklu sanık Hasan Uslu'nun 'altsoydan akrabayı kasten öldürme' suçundan ağırlaştırılmış müebbet hapis cezasına çarptırılmasına hükmetti. Heyet, sanık hakkında 'haksız tahrik' hükümleri uygulayarak cezayı 24 yıl olarak kararlaştırdı. Heyet, ayrıca sanığın eyleminden sonraki davranışları nedeniyle cezasında başkaca indirim uygulanmamasına karar verdi.Mahkeme, sanık Satı Uslu'nun cinayet davasından delil yetersizliği dolayısıyla beraatini, 'suçu bildirmeme' suçundan savcılığa suç duyurusunda bulunulmasını kararlaştırdı.""""""""Müebbet alanlar 25 yıl içinde hapisten çıkabiliyor. Bu herif 24 sene aldı. Acaba kaç sene yatacak sizce?",He yani öldürsün? Kafaya bak
"Yetmez Ama Evet'çi Şirin Payzın'ın ""Sözüm Var"" programına katıldı ve yaptığı açıklamada:""Gazi de diyebilirsiniz, Mustafa Kemal de, Gazi Mustafa Kemal de, Mustafa Kemal Atatürk de! Neticede aynı kişi. İl başkanımız Canan Kaftancıoğlu'nun elbette arkasındayım. Destekliyoruz. Kaftancıoğlu'nun tartışma konusu edilmesini doğru bulmuyorum.""Kılıçdaroğlu konuşması sırasında tekrar tekrar Gazi Mustafa Kemal diyerek de Kaftancıoğlu gibi ATATÜRK ismine alerji sahibi olduğunu gösterdi.Kılıçdaroğlu aynı programda yaptığı başka açıklamalarda:Abdullah Gül çok değerli bir siyaset adamı. Önemli bir figür.Selahattin Demirtaş'ın yargılandığı iddianameler Onur Madalyasıdır! Dedi.Kılıçdaroğlu'nun arkasında durduğu Kaftancıoğlu kimdir?",Kılıçdaroğlu Erdogandan sonra en büyük 2. AKP'lidir.
"https://www.hurriyet.com.tr/gundem/son-dakika-haberler-cumhurbaskani-erdogandan-onemli-aciklamalar-41621438""Cumhurbaşkanı Recep Tayyip Erdoğan, Gaziantep'te 300 fabrikanın toplu açılış töreninde konuştu. ""300 fabrikanın Gaziantepimize ülkemize ve milletimize hayırlı olmasını diliyorum. Bu yatırımların; tekstil, gıda ve ambalaj sektöründe yoğunlaştığını görüyoruz."" diyen Erdoğan, ""Bu fabrikalarda 45 bin vatandaşımız doğrudan istihdama kavuştu. Tam kapasiteye geçmesiyle bu fabrikaların Gaziantep'in ihracatına 1 milyar doların üzerinde katkı sağlaması bekleniyor."" ifadelerini kullandı. Erdoğan ayrıca, ''Her kim şirketlere el koymaktan bahsediyorsa, onun amacı ülkemizin yeniden bataklığa saplanmasıdır.'' ifadelerinde bulundu.""",Aynen reyiz inandık
"TRT 1'in yeni dizisi olan ‘Uyanış: Büyük Selçuklu’ dizisi set-dekor işçileri iş bıraktı. İşçiler, çalışma koşulları iyileştirilip, ödemeleri yapılana kadar eylemlerini devam ettireceklerini açıkladı. Set çalışanları yaptıkları açıklamada, ""Durum inanılmaz kötü, 24 saat çalışmaya zorlanıyoruz. Büyük bir mobbing yapılıyor"" ifadelerini kullandı.TRT’de yayınlanacak olan “Uyanış: Büyük Selçuklu” dizisinin set-dekor işçileri çalışma koşulları ve ödemelerini alamamaları nedeniyle iş bıraktı.Set çalışanları yaptıkları açıklamada, “Uzun süredir yapılmayan ödemeler vardı. Bu ödemelerle ilgili geçen hafta bir iş bırakma eylemimiz olmuştu, daha sonra paralarımızın haftalık olarak her salı yatacağı bildirildi. Fakat dün itibariyle paralar tekrar yatmayınca işi bıraktık. Dün 5’te herkes evlerine döndü, bu sabah tekrar geldik. Şu an itibariyle iş bırakmış durumdayız” ifadelerini kullandı.‘Zorunlu mesailer var, yemekler çok kötü’Kötü set koşullarında çalıştıklarını dile getiren set-dekor işçileri, “Durum inanılmaz kötü, 24 saat çalışmaya zorlanıyoruz. Büyük bir mobbing yapılıyor. Zorunlu mesailer var, yemekler çok kötü” dedi.Gazete Duvar'ın aktardığı habere göre bir basın bildirisi de yayınlayan set-dekor işçileri, ödemelerini alana kadar iş bırakma eylemlerini devam ettireceklerini belirtti. Uyanış: Büyük Selçuklu dizisi set-dekor işçilerinin yayınladığı basın bildirisinde şu ifadeler yer aldı:‘Ödemelerde üç aydan beri sürekli aksamalar yaşanmıştır’https://tr.sputniknews.com/turkiye/202009241042906742-buyuk-selcuklu-dizisinin-set-dekor-iscileri-is-birakti-durum-inanilmaz-kotu/","biat etsinler çalışsınlar, ne ödemesi ne yemeği?"
"Kocaeli'nin Darıca ilçesinde yaşayan 18 yaşındaki Furkan Celep, sosyal medya hesabından intihar edeceğini belirten bir gönderi paylaştıktan sonra kayalıklardan atlayarak yaşamına son verdi.Kendi özümü yetenegimi ögrenemedim, bunun için çok ugraştım ve çaba gösterdim.Neyi sevdigimi bilmiyorum, ne olmak istedigimi bilmiyorum, ne okumak istiyorum bunu dahi bilmiyorum.Benim yaşımdaki insanlara aramda uçurum var, her konuda benden daha üstünler.Zaman geçtikçe kendi kişiligimden ayrılmaya başladıgımı hissediyorum.Gittikçe yalan söylemeye, argo hatta küfür kullanmaya başladım. İnsanlardan uzaklaşmaya onları önemsememeye, doğaya ve hayvanlara zaman ayıramamaya başladım.Kendimi zamanla duygusuz bir insana dönüşüyormuşum gibi hissediyorum.Bunlar bana göre değil ben böyle olmak, hayatımın geri kalanına duygusuz bir insan olarak devam etmek istemiyorum.Sorumluluk almak istemiyorum.Bir araba, bir ev veya herhangi bir şey uğuruna yıllarımı aylarımı harcamak istemiyorum.İş hayatı bana çok yorucu geliyor.Hem içten hem de dıştan yıpranıyorum.Bir şeyler uguruna bunca sorun yaşamak bana mantıklı gelmiyor.Bunun yerine her şeyi arkada bırakıp gitmek, her şeyi kapatmak daha mantıklı geliyor.Aslında hiçbir şey için yaşamıyorum.Yaşamak için bir nedenim bir amacım yok.İnsanların yoluma sürekli taş koyup beni yoracaklarını biliyorum, bunun için çabalamak istemiyorum.Burda kalmamı saglayan bir kaç şey vardı.Şarkılar, kitaplar, filmler, doga, gökyüzü (özellikle bulutlar ve gün batımı) ve birkaç tane de dost.Bunlar benim bir süreligine burda kalmamı sagladı, bunun için minnettarım.Bir çok gencin aklında düşünüp ve aklından çıkmayan bir gelecek kaygısı.Kaynak : https://tr.sputniknews.com/turkiye/202009241042904485-kocaelide-18-yasindaki-genc-intihar-etti/","Şu çocuğun intihar sebebini göremeyen, iktidarın payını reddedenler halen muhalefet falan zırvalayanlar her türlü küfrü hakediyor ya neyse. Rabbim kul hakkı yetim hakkı yiyen, böyle acı olaylara sebep olan bir iktidarı destekleyenlere hakkettiklerini versin."
"Diyarbakır,urfa,ağrı gibi yerlere gidip buralardan haraç toplayabilir mi?Bence toplattırmazlar",Süleyman Çakır toplar
"""abd türkiye büyükelçisi david satterfield, türkiye’nin abd’li ilaç şirketlerine borcunu ödememesi durumunda şirketlerin türkiye’ye ilaç satmayı durdurabileceğini açıkladı.satterfield, türkiye’deki devlet hastanelerinin yabancı ilaç şirketlerine borcunun bir yıl içinde 230 milyon dolardan 2,3 milyar dolara çıktığını söyledi ve şirketlerin böyle devam etmek istemeyebileceğini, bunun da türkiye’nin çıkarına olmayacağını söyledi.bir yıl önce abd ticaret bakanı wilbur ross’un cumhurbaşkanı recep tayyip erdoğan ve hazine ve maliye bakanı berat albayrak ile görüşmesinde bu sorunun çözüleceğine dair söz verildiğini aktaran satterfield, türkiye’nin ilaç şirketlerini bazı alacaklarından vazgeçmeye ikna etmeye çalıştığını söyledi.abd ve türkiye arasında yıllık ticaret hacmi 21 milyar dolar. iki ülkedeki liderler birkaç yıldır ticaret hacmini 100 milyar dolara çıkarma hedefinden bahsetse de mevcut tablo bu durumun çok gerisinde.bir ticaret konferansında internet üzerinden konuşan satterfield, türkiye’nin abd’li sosyal medya şirketlerinden türk kullanıcıların verilerini türkiye’de tutmasını talep etmesini de eleştirdi.""",",Kardeşim maaşını ilaç olarak mı alıyorsun?"
Ne zamandır bakmıyordum. En son baktığımda 2k ya iyi kötü bir şeyler alabiliyordum. Bende 3 bin TL biriktirdim ve seviniyordum iyi bir laptop alacağım diye. Şimdi baktım şok oldum. En düşük fiyata alıyorum 5-6 binden başlıyor fiyatlar ve laptop alamıyorum. Her ay 100-200 TL zamlanmaya başlamış. Bu ne be kardeşim ölelim de siz de rahatlayın biz de ,Bunları şu anlık en azından lüks sayılabilecek şeyler için söylüyorsun. Yakında günlük ihtiyaçlar için bunları söylemeye başlayacağız. İşte o zaman yüzük ustası damadın ve reis'in bütün  tc vatandaşlarına bu güzel hediyelerini görmüş olacağız.
Ben hiçbir yanlışlarını görmedim siz gördünüz mü? Özellikle Meral Akşener gayet iyi bence. Ne hdp ye güzelleme yapıyor ne akp ye. CHP yi bile eleştirmişliği vardır. ,Deva da iyidir. Gelecek de. Şu anda muhalefette herkes için parti var.   Ama Meral Akşener açık ara en iyileri. Artı yeni kadro eski mhp'lilerden oluşmuyor artık sadece. Ha Koray Aydın ağır saçmaladı o ayrı.    Yalnız bi zahmet artık ufak bir meselede sizin gibi düşünmüyor diye muhalefete oy verilmez demekten vazgeçmek lazım.    Hele benim istediğim kişi aday  olmazsa oy vermem korkunç bir hata olur.    Kaktüs aday olsa ona oy vermek durumundayız. Zira muhalefet parlementer sisteme dönüşte birleşiyor.    Diğer seçenek Akp yahu. Artık oehh.
"Antalya AKP Korkuteli Gençlik Kolları Başkanı’nın düğününde pandemi yasakları nedeniyle ve saat geç olduğu için “Bitirin” uyarısı yapan polis memurunun görev yeri hemen değiştirildi.Ağustos ayı sonlarında AKP Korkuteli Gençlik Kolları Başkanı Hamdi Murat Urlu dünya evine girdi. Düğün törenine AKP İlçe Başkanı Kemal Sancaktar ve partililer de katıldı. Katılımın yoğun olduğu düğüne, saat gece yarısını geçtiğinde Korkuteli İlçe Emniyeti'nde görevli polis memuru Rahim Kayasu'nun da aralarında olduğu bir ekip gitti ve pandemi yasağını hatırlattı. Düğünün sonlandırılmasını isteyen polis memurunun üzerine AKP'li gençler yürüyünce olay yerine takviye ekip çağrıldı.Iddiaya göre AKP Korkuteli İlçe Başkanı Kemal Sancaktar ertesi gün polis memuru Rahim Kayasu'yu telefonla aradı ve “Sen AKP düşmanı mısın?” diye sordu. Ardından da Sancaktar'ın polisi Serik İlçesi'ne sürgün ettirdiği iddia edildi.Bu arada AKP İlçe Başkanı Sancaktar'ın da eşi ve çocuğuyla birlikte virüse yakalandığı ortaya çıktı. Sancaktar haberi sosyal medyadan şöyle duyurdu ve ‘Uyarıları dinleyelim' dedi. Polis memuru Kayasu da, kendi sosyal medya hesabından “Yok yok bu kesin ben değilimdir diyeceğim de benden başka düğünü kapattırdım diye sürülen olmadı ki” dedi.Polis, yeni görev yerine giderken, düğün sahipleri corona virüsüyle temaslı oldukları gerekçesiyle karantinaya alındı.",konu tutmaz onlar imamoğlu konusunda
Sanıyorsanız hayal alemindesiniz ,Bunca afganı suriyi ülkeye doldurursan böyle hayal aleminden gelerek Türkçe katili başlık açar   Blok
Nasıl böyle? Eğleniyor muyuz gençler?   ,Maaşını konsol ile mi alıyorsun?Almıyorsan sorun ne?
"Bahçelievler'de otomobil alım satım bahanesiyle 4 kişilik grup, bir adamı dere yatağına götürüp silah zoruyla para istedi.Daha sonra adamı darp edip, 7 metre yükseklikten dere yatağına attılar.Ağır şekilde yaralanan restoran sahibi çevredekiler tarafından çağırılan ambulans ile hastaneye kaldırıldı.Restoran sahibine dehşeti yaşatan 4 saldırgandan ikisi gözaltına alındı. Emniyetteki işlemleri tamamlandıktan sonra adliyeye sevk edilen saldırganlar, çıkartıldıkları mahkeme tarafından serbest bırakıldı.TEKRAR YAKALAMA KARARI ÇIKARTILDIDaha sonra savcılık 2 saldırgan için yeniden yakalama kararı çıkartıldı.https://www.sozcu.com.tr/2020/gundem/dovup-dereye-attilar-6055555/",Malumların bahsettiği yeni Türkiye bu muydu?
"CHP Genel Başkanı Kılıçdaroğlu, parlamenter sisteme geçişle ilgili öngördüğü yol haritası için, “Cumhurbaşkanı seçtiğimiz kişi sembolik olacak” dedi. Kılıçdaroğlu, belediye başkanlarının sıcak siyasetin dışında kalmasını istediğini söyledi.CHP Genel Başkanı Kemal Kılıçdaroğlu seçim olasılığından, kahvedeki iskanbil destesine, Türk Tabipler Birliği’nden, Abdullah Gül’ün cumhurbaşkanlığı adaylığına kadar çeşitli soruları yanıtladı. Kılıçdaroğlu, Halk TV’de katıldığı programda Cumhurbaşkanlığı’nın sembolik olacağını, Başbakanlık makamının geri geleceğini de belirterek şunları söyledi:“Bu benim düşüncem. Diğer ittifakı oluşturan partilerin liderleriyle bu konuyu konuşmadım ama seçim zamanında ittifakı oluşturan liderler bir araya gelip, bu konuda bir protokol imzalamak zorundalar. Biz neyi düşünüyoruz? Cumhurbaşkanı olarak seçtiğimiz kişi, bir süre sonra sembolik olacak. Güçlü olan yürütme organında kim olacak? Başbakan olacak. Bunlar alt alta yazılarak bir protokol oluşturacağız, ondan sonra hep beraber milletin önüne çıkacağız, diyeceğiz ki ‘Bize oy verin’.İTTİFAKA İHANET OLUR(CHP’nin adayı Abdullah Gül mü olacak?) Sayın Abdullah Gül bizim siyaset dünyamızın önemli aktörlerinden birisidir, kabul etmek gerekir. Demokrasiye bağlılığını değişik ortamlarda vurgulamıştır. Özellikle AK Parti kanadı Abdullah Gül ismini bir türlü içine sindiremiyorlar ve sindiremeyebilirler yani. Niye korkuyorlar diye bu soruyu da sordum. Ortada bir aday yok, bir adaylık yok, bir talep yok, bir şey yok. Millet ittifakının aktörleri ile konuşmadan tek başıma oturup karar almam ittifaka ihanet olur.KENTLERİ İÇİN ÇALIŞSINLARBelediye başkanlarımız, başkanlıklarını yapacaklar, başarılı olacaklar, sıcak siyasetin olabildiğince dışında kalacaklar ama bütün çabalarını, bütün emeklerini yönettikleri kente verecekler. Bunu istiyorum ben. Ekrem Bey de başarılı olacak, Mansur Bey de başarılı olacak. Şu aşamada bir cumhurbaşkanlığı tartışması doğru değil. Onlar ne kadar başarılı olursa ben o kadar gurur duyarım.”ÜÇÜMÜZÜ DE YALAN MAKİNESİNE BAĞLASINLARCHP Genel Başkanı, son günlerin tartışma konularında şunları söyledi:YENİ DESTE POLEMİĞİ: Bir milyonun üzerinde kahvehane var. Biliyorlar mı acaba orada çalışan insanların kahve kapandığı süre içerisinde evlerine ekmek götürüp götürmediklerini. Bana geldi dediler ki ‘Ya bizde kağıt da oynansın. En azından biz yeni deste kağıt açarız.’ Ben bunu dillendirdim. Vay efendim sen kağıt oynamasını da bilmiyorsun! Biraz da dalga geçmeye çalıştılar. Yine söylüyorum, bir milyonu aşkın kahvecinin sözcüsü olurum. Bundan da gurur duyarım.BAHÇELİ’NİN TTB TEPKİSİ: Beni, Erdoğan’ı ve Sayın Bahçeli’yi yalan makinesine bağlasınlar, kim yalan söylüyor, kim doğru söylüyor vatandaş da seyretsin. Ben buna hazırım, kendileri de hazırsa. Yoğun bakımda yer bulmak için eğer milletvekilleri, hastanede çalışan hekimler torpil arayışına girmişlerse, ‘bu ülkede sorun var’ demektir.K: https://www.hurriyet.com.tr/gundem/ekrem-bey-de-mansur-bey-de-siyasetin-disinda-kalacak-41620042",Arkadaş Kılıçdaroğlu'nu savunacağım sayenizde.   Başlıkla söylediği şey arasında en ufak bir ilişki yok.    Belediye başkanlarımız görevlerini en iyi şekilde yapacak sıcak siyaset ile ilgilenmeyecekler şu anda demiş.   Ne var la bunda. Seçim yokken ne olacak başka. Artık yalanında limiti olur ya.
Aym tarafından 2 sene sonra Boğaziçi'ndeki imar barışı yasası iptal edilmiş. Karar oy birliği ile alınmış. Ülkedeki tüm düzgün hukukçular bu kanun yasadışı demişti. 3 kuruş rant için çıkardılar. Yapanın yanına kar kaldı. AKP nedir na işte tam budur. https://m.haberturk.com/son-dakika-bogazici-nde-imar-barisi-duzenlemesi-anayasa-mahkemesi-tarafindan-iptal-edildi-2815245,Çoğu kanunsuz olduğu bilinerek yapılıyor kanun iptaline kadar birileri işlerini bitiriyor ve çook değerli varlıklara sahip olmuş oluyorlar bence rant vergisinin kapsamı değişmeli.
"merhaba..alintidir:Antalya AKP Korkuteli Gençlik Kolları Başkanı’nın düğününde pandemi yasakları nedeniyle ve saat geç olduğu için “Bitirin” uyarısı yapan polis memuru Rahim Kayasu'nun arasında yaşanan olaya ilişkin video görüntüleri ortaya çıktı. Polis aracının olduğu görüntülerde, bir kişinin 'tamam bir şey yapmayacağım, herkes yerini bilecek' dediği duyuluyor.kaynak:https://www.msn.com/tr-tr/video/haber/d%C3%BC%C4%9F%C3%BCn%C3%BC-bitirin-diyen-polis-memuru-s%C3%BCrg%C3%BCn-edildi/vi-BB19rjXU?ocid=msedgntp Normal vatanda$a her türlü gider yapanlar....nedense akp baglantili bir yerlere dokundugunda ucu ya surgün ya cezaevi ya  meslekten ihraca gidiyor..",Emniyet hata yapıyor personelini kendi koyduğu kurallara uyduğu için siyasete kurban etmemeli.
"Belki 1920'den sonra 2021 cumhuriyet tarihinde işsizlik, alım gücü düşüklüğü, yoksulluk, zengin fakir uçurumu, zayıf orta direk ve esnaflar, düşük turizm, daralmış sanayi, hergün eriyen Türk lirası, hiper enflasyon, slumpflasyon (küçülme ile enflasyonun aynanda olduğu en kötü ekonomik kriz), grip, doğal gaz kömür masrafı, pandemi derken en ağır kışı yaşayacak gibi duruyor Artık dolar 7.55 olunca bir plan da açıklanmıyor. Satacak 2. Bir 100 milyar dolar para yok. Ülkelerden kredi alamıyoruz. Geriye tek çare kalıyor, hazine ve bütçe açıkları için vergi arttırımı Daha ne vergisi dediğinizi duyar gibiyim. Ancak bu şart. Çalışan sorunsuz 2. Havalimanı dururken 22 milyar euro (195 milyar TL) paraya yenisi yapıldı zararı halk ödüyor. 1 kuruş çıkmadan yapılacak dendi öyle olmadı milyarları ödüyoruz. Bunun için köprü gerekti 3. Köprü 5 milyar dolar araç geçiş garantili. Daha 1 gün bile garanti edilen sayıda yolcu geçmedi. 37.7 milyar TL. Kütahya 15 milyon yolcu garantili havalimanı, Yalova köprüsü, Avrasya tüneli ve diğer tüm kamu özel iş birliği projeleri zararda. Şehir hastaneleri aynı. Kira parası ile daha çok şehir hastanesi yapılıyor. Bilançolar devlet sırrı deniyor açıklanmıyor halkın parası ile güya hizmet diye yapılan işleri halka hesabını veremiyorlar. 5 aileye 240 milyar dolar borcumuz var diyorlar. Bu paraların ödenmesi lazım. Yetmez ama evet. 5 milyon memurun maaşı var. Yetmez ama evet. Sarayın 1 dakika da masrafı sayıştaya göre 1 asgari maaş ücretmiş. Toki sarayın ne kadara yapıldığını söylersek ekonomi zarar görür demişti... Masrafı bilinmiyor. Belki 1 milyar dolar sadece yapımı. Yetmez ama evet 3 saray daha. Yetmez ama evet makam araçları.. Dış borç için sözün eri olmak lazım şeffaf olmak lazım kredi ile saray yapmayacak durumda olmak lazım. Ziraat kredisi veren banka sırf medyayı susturmak için doğan medya satılsın diye kredi vermemesi lazım O güven ortamı o kurumların gücü olmayan ülkeye para girmiyor işte. Gençlerin yüzde 77'si yurt dışında yaşama hayali kuruyor. İşte aynı sebepten. Yabancı yatırımcı asla macera aramaz garantili yatırım ister. Haliyle para bulamıyoruz. Durmadan lira basılıyor değer kaybı okuyor enflasyon oluyor. Devlet artık parayı genişletmemeli ve reel faizi açıklamalı. Tuik bağımsız olmalı. Meclis denetlemeliVe reel enflasyon üzeri faiz olmalı. Ancak öyle dolar 6tl olur ve yükselmez. Türkiye çölleşiyor tarım politikası hatalı ve kalıcı çözüm yerine peynir ithal ederiz gibi üreticiyi vuran kısa vadeli çözüm aranıyor. Günü kurtaralım, seçimi alalım çifti anasını alır gider deniyor. Bu kış çok sert geçecek dostlar. Grip ve covid, ekonomik gerçekler, azalan dış politika daki dünya da ki itibarımız, Arap komşular ile yaşanan sorunlar.. Bütün Arap devletleri düşman bildikleri İsrail'i dost, dost bildikleri Türkiye yi düşman görür olmuş. Abluka altında kalan bir ülke olamayız umarım Arapçı hükümet zorda. Son kale katar. Yıllarca batık Avmleri arap turist batık inşaatları Arap iş adamları çekti. O para da durdu bitti. 1 şehire 180 avm yap sorna neden batıyor neden yeşil alan yok neden toplanma alanı yok deprem için Umarım halk artık kendi için çözüm üreten değil halkı için çözüm üreten adaleti tesis edecek, yolsuzluklara şeylere tarikatlara göz açtırmayacak olan namuslu siyasetçileri iktidara taşır. AKP nin oyu gene 39 lara çıkmış. Şaka gibi ama gerçek. Gerçi seçim olsa hükümet kuramıyor akp ama genede çok yüksek bir oran. İşte Atatürk'ün dediği gibi bu ülkenin tek düşmanı cehalet. İstanbul'u alan Türkiyeyi alırmış Türkiyeyi akan Üsküdarı da alır atı da alır. Çok uzun okumadım: düşen tüketim ve alım gücü artan işsizlik ve eriyen lira yüzünden devletin gelir kaybı çok büyük. Yeni ağır vergiler gelecek. Daha da fakirleşeceğiz. Togg kaç para olur bilmiyorum da Megan 200 bin tl. 2021 de 300bin olursa şaşırmayın İyi pazarlar ","merhaba..bir ülkede hirsizlik edepsizlik namuzsuzluk artiyorsa bunu yapanlarin neden yaptigi arastirildiginda..adaletsizlik,e$it gelir dagilimi olmamasindan kaynaklaniyor  ...fakirligin oldugu yerde adalet olmaz...bizim insanimiz bu hale nasil geldi..iste soyle böyle diyenlere cevap yukardaki yazilanlar yeterli sanirim..bir avuç vasifsiz koca ülkenin kaderi ile oynuyor yazik.. piril piril zeki gençlerimizde amerikada, kanada da,bizi kiskanan almanya da hizmet ediyor.Memleketin %99'u Müslüman olacağına, %99'u ahlâk sahibiolsaydı keşke.parasal düzen ve egemenliğinin sonucu oluşan tekelleşme dayalı bütün temel ihtiyaçları karşılayan kuruluşlar yalan bataklığına kısmen-bütünen düşmeden ne kadar dayanabilir?"
"Erdoğan 10 Ağustos' ta: ""Faizler daha da düşecek"" dediCumhurbaşkanı Recep Tayyip Erdoğan: Küresel belirsizliklere rağmen ihracatta 80 milyar doların üzerine çıkarak bir rekora imza attık. Maruz kaldığımız çok yönlü saldırılara rağmen ekonomimiz attığımız kararlı adımlarla 2019'un son çeyreğinde yeniden güçlü politikasına döndü. Bu bizim için güçlü bir patikaydı ama İnşallah bunu caddeye dönüştüreceğiz. Kur saldırıların etkisiyle %24'e çıkan Merkez Bankası politika faizi %8.25 seviyesine indi. Hamdolsun daha da düşecek İnşallah.https://www.memurlar.net/haber/920770/erdogan-faizler-daha-da-dusecek.html",oyle dusecek diyerek olmuyor bu isler.eylem gerekli.sozle dusurursen ekonomin goruldugu gibi dibe vurur.
 Bu delilik neyin nesi anlamadım.Sifiri 207 bin TL zaten.Eski 5 yaşına girecek olan 135k km yapmış arabaya nasıl 171 k TL istenir ki? Sadece bu ilan değil bunu örnek olarak verdim.2016-2017 için fiyatları sarı sitede 170-190 civarında.Bit pazarına nur yağdı da bizimmi haberimiz yok?,Hocam en fazla 100.000 veririm deyin  Adami çıldırtin   Burada 2. El de de benzer fiyatlar var   Mesela adam dolar dusukken 2000 tl ye ekran karti almis 3 yil kartin anasini aglatmis 2000 tl ye satmaya calisiyor   Ben de ilanlara en fazla 800 veririm diye yaziyorum
"https://www.ntv.com.tr/video/turkiye/gasp-edip-7-metreden-dereye-attilar,i4spslqYkUClewcdWFzwYg""""""İstanbul Bahçelievlerde 4 kişi otomobil alım satımı bahanesiyle bir restoran sahibini alıkoydu. Silah zoruyla para istediler önce, sonra da dayak başladı.En sonunda da talihsiz adam 7 metre yükseklikten bir dere yatağına atıldı. Ağır yaralanan restoran sahibinin tedavisi sürüyor. Gasp dehşetine imza atan saldırganlar Adliyeye sevk edildiler ve serbest kaldılar.""""""Serbest bırakılmışlar. Resmen insanların sabrını zorluyorlar. ",ülkede gazeteciler tutuklanıyor bunlar serbest kalıyor akp nin adalet kalkınma sistemi bu işte
😷Pandemiden dolayı otobüse sayı ile biniliyor. İlk otobüs durakta durmadan bastı gitti. Bi geri durağa yürüdüm 20 kişiden fazla var. 🚌Otobüs geldi. Akbili bastım kaptan basma doldu otobüs diyorum in aşşaaİşe geç kaldım saat 07:00 den beri duraktayım dedim.  Ceza yiyorum kalabalık olunca dedi. İndim3. Otobüs geldi. Hazırlandım içeri uçtum 🐎arkamdaki yolcu inmemek için direndi. Kaptan polis çağrıcam dedi. Zaten otobüste polis varmış. En son binen yolcuyu indirdi. Biz bu otobüslere dolu iken binemiyorduk. Artık boş ikende binemiyoruz. İneceğim durağa geldim. Sonra Bi cıgora yaktım. Siktir et ülke uçuyor diyip 🐎Yoluma devam ettim. 😀Yürürken aklıma geldi. Yeni hobi buldum. Boz zamanlarımda otobüse uçarak biniyorum. Hergün yeni bir sıkıntı ekleniyor. ,okuyan biri özet geçsin
"kaynak: https://dosyamerkez.saglik.gov.tr/Eklenti/38762,covid-19-pandemisi-nedeniyle-saglik-tesislerinde-ek-odeme-yapilmasina-iliskin-usul-ve-esaslari-24092020pdf.pdf?0&_tag1=3B28EE13CA5E2BF158F52638EA5EE12C67B06E62","Covid de çalışan, doktor hemşire tekniker %100 alamazken, vefat edenleri yıkayan din görevlileri %100 alıyor.   Listeden ben bunu anlıyorum."
